"","entity_id","entity_name","sex","pronoun","race","urm","gender_urm","pronoun_urm","public_health_researcher","practitioner","non_public_health_researcher","policymaker","industry_expert","celebrity","journalist","expertise_label_by_relative_expertise","expertise_label_by_relative_reach","news_count","weights","subclass"
"1415",2311170148,"george loewenstein","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"1416",3947777564,"george rutherford","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",16,1.00241704783613,"3"
"1417",1307277086,"george stephanopoulos","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","Yes","policymaker","policymaker",1,0.375530110262935,"44"
"1418",1204717145,"george tita","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","Yes","Yes","No","No","non_public_health_researcher","policymaker",1,0.643765903307888,"49"
"1419",627704754,"george w bush","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",7,0.808206106870229,"7"
"1420",441225842,"george zgourides","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1421",2240419394,"georges c benjamin","Male","He","Black/African","Yes","urm_male","urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",12,1,"19"
"1422",3414117476,"georgie silvarole","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","No","No","No","Yes","journalist","journalist",1,1.10925817185359,"13"
"1423",1485114742,"georgine nanos","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",2,0.726832471476648,"24"
"1424",3126445954,"gerald keusch","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1425",641646997,"geraldine dawson","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"1426",4173314939,"gerard anderson","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",4,0.951091334535272,"19"
"1427",2834032681,"gerard krause","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",5,0.951091334535272,"19"
"1428",1968920943,"gerardo chowell","Male","He","Latinx","Yes","urm_male","urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",3,1,"5"
"1429",3726230160,"german peces barba","Male","He","Latinx","Yes","urm_male","urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"3"
"1430",598551995,"gerry connolly","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",1,0.0653095843935539,"16"
"1431",3097433223,"ghazala sharieff","Female","She","Middle Eastern","Yes","urm_female","urm_she","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",3,1,"24"
"1432",2267099483,"giacomo grasselli","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,0.951091334535272,"19"
"1433",2872534346,"gianna bern","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","Yes","No","Yes","No","No","non_public_health_researcher","industry_expert",1,0.614503816793893,"27"
"1435",75431405,"gianrico farrugia","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",4,1.00241704783613,"3"
"1436",2410343193,"gilbert gee","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.00241704783613,"3"
"1437",898399195,"gili regev yochay","Female","She","Middle Eastern","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"6"
"1438",1230067931,"gilles verniers","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"1439",235077076,"gillian schmitz","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"1441",1151276993,"giorgio palu","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",3,1.00241704783613,"3"
"1442",3163206969,"giovanni orsina","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1443",386945495,"giovanni rezza","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",7,1.00241704783613,"3"
"1444",3222377433,"giridhara r babu","Male","He","South Asian","Yes","urm_male","urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",6,1,"19"
"1445",3213100891,"girish nadkarni","Male","He","South Asian","Yes","urm_male","urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"3"
"1446",1009220217,"giuliani","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",1,0.0653095843935539,"16"
"1447",2385725751,"giuseppe conte","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",1,0.513382935549328,"22"
"1448",4093605281,"gladys berejiklian","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","Yes","No","No","No","policymaker","policymaker",3,2.59115776081425,"37"
"1449",3073453457,"glen mays","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","Yes","No","No","No","public_health_researcher","policymaker",3,1.07294317217981,"15"
"1450",2338329211,"glen meyerowitz","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","Yes","No","No","non_public_health_researcher","industry_expert",1,0.530160155665319,"18"
"1451",59054068,"glen stubbestar tribune","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","No","No","Yes","journalist","journalist",1,0.518430948681574,"2"
"1452",4018993174,"glenn rice mcdonald","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1453",485744543,"glenn zaccara","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","Yes","No","No","industry_expert","industry_expert",1,0.547501843000166,"8"
"1454",106953770,"gloria addo ayensa","Female","She","Black/African","Yes","urm_female","urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",3,1,"10"
"1455",880588774,"gloria aguilera","Female","She","Latinx","Yes","urm_female","urm_she","No","No","No","No","Yes","No","No","industry_expert","industry_expert",1,1,"29"
"1456",2096278461,"gloria balboa","Female","She","East Asian","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"1457",1451832890,"goldfein","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,0.808206106870229,"7"
"1458",3207623790,"gordon asmundson","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1459",766463322,"gordon h chang","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"1460",2305532216,"gordon liu","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","No","No","No","Yes","No","celebrity","celebrity",1,1.94869678839145,"43"
"1461",334819699,"gordon mccord","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,0.63551249429112,"5"
"1462",1211913873,"gordon wishart","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.751060220525869,"21"
"1463",4024197426,"gordon wong","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.751060220525869,"21"
"1464",1800613477,"govind persad","Male","He","South Asian","Yes","urm_male","urm_he","Yes","No","No","Yes","No","No","No","public_health_researcher","policymaker",1,1,"15"
"1465",1005215147,"grace fusco","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","No","No","No","No","not_available","not_available",1,1.63867684478372,"25"
"1466",2410949655,"grant colfax","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",40,0.951091334535272,"19"
"1467",3265905291,"grant tarling","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",9,1.2464403659791,"45"
"1468",2135196326,"grazie pozo christie","Female","She","Latinx","Yes","urm_female","urm_she","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1,"11"
"1469",3721000567,"greer millard","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","Yes","Yes","No","No","policymaker","policymaker",2,0.819338422391858,"53"
"1470",3223537625,"greg abbott","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",2,0.0653095843935539,"16"
"1471",799399135,"greg brew","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1472",2050271525,"greg brown","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1473",555138713,"greg hunt","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",1,0.0653095843935539,"16"
"1474",1636391462,"greg martin","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1475",4234646734,"greg millett","Male","He","Black/African","Yes","urm_male","urm_he","Yes","No","No","Yes","No","No","No","public_health_researcher","policymaker",1,1,"15"
"1476",3807438033,"greg peters","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","Yes","No","No","industry_expert","industry_expert",1,0.547501843000166,"8"
"1477",1112780073,"greg roth","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.00241704783613,"3"
"1478",3558879761,"greg walden","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",2,0.0653095843935539,"16"
"1479",297539147,"gregg gonsalves","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","Yes","No","No","public_health_researcher","public_health_researcher",8,0.310783539527946,"34"
"1480",2537914670,"gregor smith","Male","He","White/European","No","non_urm_male","non_urm_he","No","Yes","No","Yes","No","No","No","practitioner","policymaker",1,1.95275657336726,"17"
"1481",2979431043,"gregory byrd","Male","He","White/European","No","non_urm_male","non_urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1.93632713104326,"1"
"1482",797132426,"gregory c gray","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",5,0.951091334535272,"19"
"1483",4093066515,"gregory glenn","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.751060220525869,"21"
"1484",411138994,"gregory poland","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",16,0.951091334535272,"19"
"1485",2185109177,"gregory rigano","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","Yes","No","No","industry_expert","industry_expert",2,0.547501843000166,"8"
"1486",2497157916,"gretchen whitmer","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","Yes","No","No","No","policymaker","policymaker",2,2.59115776081425,"37"
"1487",3095778428,"grete porteous","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"1488",653594697,"grover gilmore","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1489",3208270001,"gu su","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1490",3564829810,"guenter risse","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1491",3322093780,"gufran beig","Male","He","South Asian","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"1492",3495331213,"guido giustetto","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",7,1.00241704783613,"3"
"1493",2626439747,"guillermo tearney","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1494",220057958,"gul zaidi","Female","She","South Asian","Yes","urm_female","urm_she","No","Yes","No","No","No","No","No","practitioner","practitioner",2,1,"11"
"1495",3946911105,"guy faulconbridge","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","No","No","Yes","journalist","journalist",1,0.518430948681574,"2"
"1496",759846515,"guy mchendry","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"1497",2209657235,"gokce soydemir","Male","He","Middle Eastern","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"1498",3465527795,"h cody meissner","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1499",1526873001,"h keipp b talbot","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.64965012722646,"6"
"1500",1436072349,"habib zaidi","Male","He","South Asian","Yes","urm_male","urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",5,1,"1"
"1501",363368302,"hadi susanto","Male","He","South Asian","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"1502",204511060,"hadley king","Female","She","White/European","No","non_urm_female","non_urm_she","No","Yes","No","No","No","No","No","practitioner","practitioner",4,1.80254452926209,"11"
"1503",785921005,"hagai levine","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",3,1.00241704783613,"3"
"1504",3241551335,"hai shao","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1505",2552610182,"haig aintablian","Male","He","Middle Eastern","Yes","urm_male","urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"3"
"1506",2490006003,"hajira dambha miller","Female","She","South Asian","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1,"6"
"1507",2259371946,"hajo zeeb","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1508",2461623766,"hal f yee","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,0.951091334535272,"19"
"1509",2563125054,"hal scott","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","Yes","No","No","non_public_health_researcher","industry_expert",2,0.530160155665319,"18"
"1510",1027532303,"hal stern","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",1,0.513382935549328,"22"
"1511",4290227786,"hala sabry","Female","She","Middle Eastern","Yes","urm_female","urm_she","No","Yes","No","No","Yes","No","No","practitioner","practitioner",5,1,"28"
"1512",2847949571,"halik malik","Male","He","South Asian","Yes","urm_male","urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",10,1,"21"
"1513",899243972,"hamel husain","Male","He","Middle Eastern","Yes","urm_male","urm_he","No","No","No","No","Yes","No","No","industry_expert","industry_expert",1,1,"8"
"1514",2985387240,"hana hayashi","Female","She","East Asian","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"1515",3331263822,"hannah bloch wehba","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","Yes","No","Yes","No","No","non_public_health_researcher","industry_expert",1,0.614503816793893,"27"
"1517",155269733,"hannah janeway","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"1518",715798286,"hans jorn kolmos","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1519",3235310542,"hans kluge","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",13,0.951091334535272,"19"
"1520",188638839,"hansa bhargava","Female","She","South Asian","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","Yes","public_health_researcher","public_health_researcher",1,1,"62"
"1521",2156721728,"hansel tookes","Male","He","Black/African","Yes","urm_male","urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"3"
"1522",32617287,"harlan krumholz","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",2,1.2464403659791,"45"
"1523",1758781705,"harley rouda","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","Yes","No","No","policymaker","policymaker",1,0.0653095843935539,"16"
"1524",1230628713,"harmandeep singh","Male","He","South Asian","Yes","urm_male","urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1,"1"
"1525",3280761501,"harris ali","Male","He","South Asian","Yes","urm_male","urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"5"
"1526",2990674901,"harris faulkner","Female","She","Black/African","Yes","urm_female","urm_she","No","No","No","No","No","No","Yes","journalist","journalist",4,1,"13"
"1528",2732470291,"harry fay","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","No","Yes","No","celebrity","celebrity",1,1.94869678839145,"43"
"1529",848473446,"harry holzer","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",6,0.513382935549328,"22"
"1530",2966070017,"harry nespolon","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1.00241704783613,"3"
"1531",3550278281,"harry winer","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","Yes","Yes","No","industry_expert","industry_expert",1,0.450636132315522,"47"
"1532",1121884979,"harsh vardhan","Male","He","White/European","No","non_urm_male","non_urm_he","No","Yes","No","Yes","No","No","No","practitioner","policymaker",2,1.95275657336726,"17"
"1533",3630735949,"harvey fineberg","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",6,1.2464403659791,"45"
"1534",843083618,"harvey karp","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.751060220525869,"21"
"1535",2669233901,"harvey schiller","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","Yes","No","No","industry_expert","industry_expert",1,0.547501843000166,"8"
"1536",1020074495,"harvey weinstein","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","No","Yes","Yes","No","industry_expert","industry_expert",1,0.450636132315522,"47"
"1537",2658410690,"hassan rouhani","Male","He","Middle Eastern","Yes","urm_male","urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",3,1,"22"
"1538",2839458110,"hayato mori","Male","He","Aboriginal/Native American","Yes","urm_male","urm_he","No","Yes","No","No","No","No","No","practitioner","practitioner",1,1,"1"
"1539",2323831021,"heard garris","Female","She","Black/African","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",2,1,"6"
"1540",1629958401,"heather blake","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"1541",2800968998,"heather d rogers","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"1542",668463943,"heather haynes smith","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.887079000621106,"32"
"1543",85979301,"heba mostafa","Female","She","Middle Eastern","Yes","urm_female","urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"6"
"1544",44632841,"hector carrillo","Male","He","Latinx","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"1545",392747834,"hector gonzalez","Male","He","Latinx","Yes","urm_male","urm_he","No","Yes","No","Yes","No","No","No","practitioner","policymaker",1,1,"17"
"1546",3611654891,"hedwig lee","Female","She","Black/African","Yes","urm_female","urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1,"14"
"1547",3461189488,"heiko maas","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,0.808206106870229,"7"
"1548",2808648139,"helen aguirre ferre","Female","She","Latinx","Yes","urm_female","urm_she","No","No","No","Yes","No","No","Yes","policymaker","policymaker",1,1,"42"
"1549",3242415258,"helen chu","Female","She","East Asian","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"1550",207511085,"helen whately","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","No","Yes","Yes","No","No","policymaker","policymaker",1,0.819338422391858,"53"
"1551",2705532516,"helena maier","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",271,0.773479928601268,"14"
"1552",2655111369,"helene langevin","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.64965012722646,"6"
"1553",2881083935,"helgi johannsson","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","No","No","No","No","public_health_researcher","public_health_researcher",1,1.00241704783613,"3"
"1554",3905917247,"hendrik streeck","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",3,0.951091334535272,"19"
"1555",742889881,"henk bekedam","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,0.951091334535272,"19"
"1556",3502198871,"henning ansorg","Male","He","White/European","No","non_urm_male","non_urm_he","No","Yes","No","Yes","No","No","No","practitioner","policymaker",1,1.95275657336726,"17"
"1557",1968858857,"henry albrecht","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","Yes","No","No","non_public_health_researcher","industry_expert",1,0.530160155665319,"18"
"1558",1163265280,"henry farrell","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1559",250644872,"henry i miller","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",4,1.2464403659791,"45"
"1560",2421404006,"henry jenkins","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1561",4219735647,"henry ji","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","No","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.310783539527946,"34"
"1562",3536204693,"henry mcmaster","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,0.808206106870229,"7"
"1563",690098761,"henry navarro delgado","Male","He","Latinx","Yes","urm_male","urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,1,"4"
"1564",212321433,"henry walke","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,0.951091334535272,"19"
"1565",4101714236,"henry wu","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",5,1.2464403659791,"45"
"1566",2033973241,"herb asher","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1567",1022487432,"herb kuhn","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","Yes","No","No","public_health_researcher","public_health_researcher",1,0.310783539527946,"34"
"1568",810739498,"herbert tico braun","Male","He","White/European","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
"1569",1178519705,"hilary jones","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","Yes","No","Yes","Yes","No","No","public_health_researcher","policymaker",7,1.2464403659791,"45"
"1570",4178182672,"hilary marston","Female","She","White/European","No","non_urm_female","non_urm_she","Yes","Yes","No","Yes","No","No","No","public_health_researcher","policymaker",1,1.2674141221374,"10"
"1572",577965912,"hillary clinton","Female","She","White/European","No","non_urm_female","non_urm_she","No","No","Yes","Yes","Yes","No","No","non_public_health_researcher","policymaker",4,1.1265903307888,"30"
"1573",3093949385,"hina shah","Female","She","South Asian","Yes","urm_female","urm_she","No","No","Yes","Yes","Yes","No","No","non_public_health_researcher","policymaker",1,1,"30"
"1574",1186203120,"hiroshi nishiura","Male","He","White/European","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",11,0.63551249429112,"5"
"1575",3909629992,"hiroshige seko","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","No","Yes","No","No","No","policymaker","policymaker",1,0.808206106870229,"7"
"1576",1477204282,"hisakazu kato","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","Yes","Yes","No","No","No","non_public_health_researcher","policymaker",1,0.513382935549328,"22"
"1577",3475745628,"hitoshi oshitani","Male","He","East Asian","No","non_urm_male","non_urm_he","Yes","No","No","No","No","No","No","public_health_researcher","public_health_researcher",15,0.63551249429112,"5"
"1578",4175719862,"ho fung hung","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",2,0.672591242261973,"4"
"1579",2208730822,"ho ming sho","Male","He","East Asian","No","non_urm_male","non_urm_he","No","No","Yes","No","No","No","No","non_public_health_researcher","non_public_health_researcher",1,0.672591242261973,"4"
