orig_index,disambiguated_entity,disambiguated_entity_id,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
2228,jeff sherman,222119349,Male,https://psychology.ucdavis.edu/people/sherm,He,https://psychology.ucdavis.edu/people/sherm,White/European,https://psychology.ucdavis.edu/people/sherm,Yes,No,No,No,No,No,No,https://psychology.ucdavis.edu/people/sherm
2229,jeff watson,324055682,Male,https://www.northoftyne-ca.gov.uk/members/councillor-jeffrey-watson/,He,https://www.northumberlandgazette.co.uk/news/politics/council/help-northumberland-leisure-facilities-after-pandemic-leaves-ps4million-black-hole-3095743,White/European,https://www.northoftyne-ca.gov.uk/members/councillor-jeffrey-watson/,No,No,No,Yes,No,No,No,https://www.northoftyne-ca.gov.uk/members/councillor-jeffrey-watson/
2230,jeffery hess,3996408256,Male,https://www.linkedin.com/in/jeffery-hess-md-ms-facoem-98b6a019/,He,https://www.linkedin.com/in/jeffery-hess-md-ms-facoem-98b6a019/,White/European,https://www.linkedin.com/in/jeffery-hess-md-ms-facoem-98b6a019/,No,Yes,No,No,Yes,No,No,https://www.linkedin.com/in/jeffery-hess-md-ms-facoem-98b6a019/
2231,jeffery taubenberger,359429867,Male,https://www.niaid.nih.gov/research/jeffery-taubenberger-md-phd,He,https://www.niaid.nih.gov/research/jeffery-taubenberger-md-phd,White/European,https://www.niaid.nih.gov/research/jeffery-taubenberger-md-phd,Yes,Yes,No,Yes,No,No,No,"https://www.niaid.nih.gov/research/jeffery-taubenberger-md-phd,https://en.wikipedia.org/wiki/Jeffery_Taubenberger"
2232,jeffress,4165172892,Male,https://en.wikipedia.org/wiki/Robert_Jeffress,He,https://en.wikipedia.org/wiki/Robert_Jeffress,White/European,https://en.wikipedia.org/wiki/Robert_Jeffress,No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Robert_Jeffress
2233,jeffrey bergstrand,2239706986,Male,https://sites.nd.edu/jeffrey-bergstrand/,He,https://sites.nd.edu/jeffrey-bergstrand/,White/European,https://sites.nd.edu/jeffrey-bergstrand/,No,No,Yes,Yes,No,No,No,https://sites.nd.edu/jeffrey-bergstrand/
2234,jeffrey d klausner,2244909318,Male,http://chipts.ucla.edu/people/jeffrey-klausner-md-mph/,He,http://chipts.ucla.edu/people/jeffrey-klausner-md-mph/,White/European,http://chipts.ucla.edu/people/jeffrey-klausner-md-mph/,Yes,Yes,No,Yes,No,No,No,http://chipts.ucla.edu/people/jeffrey-klausner-md-mph/
2235,jeffrey ditkoff,2268402015,Male,https://www.doctor.com/Dr-Jeffrey-Ditkoff,He,https://health.usnews.com/doctors/jeffrey-ditkoff-618631,White/European,https://www.doctor.com/Dr-Jeffrey-Ditkoff,Yes,Yes,No,No,No,No,No,https://health.usnews.com/doctors/jeffrey-ditkoff-618631
2236,jeffrey duchin,2857277559,Male,https://www.linkedin.com/in/jeff-duchin-1a06052a/,He,https://www.linkedin.com/in/jeff-duchin-1a06052a/,White/European,https://www.linkedin.com/in/jeff-duchin-1a06052a/,Yes,Yes,No,Yes,No,No,No,https://www.linkedin.com/in/jeff-duchin-1a06052a/
2237,jeffrey edleson,3616700293,Male,https://socialwelfare.berkeley.edu/people/jeffrey-l-edleson,He,https://socialwelfare.berkeley.edu/people/jeffrey-l-edleson,White/European,https://socialwelfare.berkeley.edu/people/jeffrey-l-edleson,No,No,Yes,Yes,No,No,No,https://en.wikipedia.org/wiki/Jeffrey_Edleson
2238,jeffrey engel,825507443,Male,https://jphmpdirect.com/team_member/jeffrey-engel-md/,He,https://jphmpdirect.com/team_member/jeffrey-engel-md/,White/European,https://jphmpdirect.com/team_member/jeffrey-engel-md/,Yes,Yes,No,Yes,No,No,No,"https://jphmpdirect.com/team_member/jeffrey-engel-md/,https://journals.sagepub.com/doi/full/10.1177/0033354916670871"
2239,jeffrey fagan,1846591813,Male,https://www.law.columbia.edu/faculty/jeffrey-fagan,He,https://www.law.columbia.edu/faculty/jeffrey-fagan,White/European,https://www.law.columbia.edu/faculty/jeffrey-fagan,No,No,Yes,Yes,No,No,No,https://www.law.columbia.edu/faculty/jeffrey-fagan
2240,jeffrey flier,2013190578,Male,https://hms.harvard.edu/faculty-staff/jeffrey-s-flier,He,https://hms.harvard.edu/faculty-staff/jeffrey-s-flier,White/European,https://hms.harvard.edu/faculty-staff/jeffrey-s-flier,Yes,Yes,No,Yes,Yes,No,No,"https://hms.harvard.edu/faculty-staff/jeffrey-s-flier, https://en.wikipedia.org/wiki/Jeffrey_Flier"
2241,jeffrey frankel,3875193710,Male,https://scholar.harvard.edu/frankel/home,He,https://scholar.harvard.edu/frankel/home,White/European,https://scholar.harvard.edu/frankel/home,No,No,Yes,Yes,No,No,No,"https://en.wikipedia.org/wiki/Jeffrey_Frankel, https://scholar.harvard.edu/frankel/home"
2242,jeffrey gold,1990083611,Male,https://www.ketv.com/article/live-coronavirus-answers-from-experts-including-unmc-chancellor-dr-jeffrey-gold/31957676#,He,https://en.wikipedia.org/wiki/Jeffrey_P._Gold,White/European,https://www.ketv.com/article/live-coronavirus-answers-from-experts-including-unmc-chancellor-dr-jeffrey-gold/31957676#,Yes,Yes,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Jeffrey_P._Gold
2244,jeffrey hyman,580660199,Male,https://www.northwell.edu/find-care/find-a-doctor/internal-medicine/dr-jeffrey-hyman-md-11365588,He,healthgrades.com/physician/dr-jeffrey-hyman-ynwnj,White/European,https://www.northwell.edu/find-care/find-a-doctor/internal-medicine/dr-jeffrey-hyman-md-11365588,No,Yes,No,No,No,No,No,healthgrades.com/physician/dr-jeffrey-hyman-ynwnj
2245,jeffrey kahn,728355682,Male,https://bioethics.jhu.edu/people/profile/jeffrey-kahn/,He,https://bioethics.jhu.edu/people/profile/jeffrey-kahn/,White/European,https://bioethics.jhu.edu/people/profile/jeffrey-kahn/,Yes,No,No,No,No,No,No,https://bioethics.jhu.edu/people/profile/jeffrey-kahn/
2246,jeffrey levi,2313183637,Male,https://publichealth.gwu.edu/departments/health-policy-and-management/jeffrey-levi,He,https://publichealth.gwu.edu/departments/health-policy-and-management/jeffrey-levi,White/European,https://publichealth.gwu.edu/departments/health-policy-and-management/jeffrey-levi,Yes,No,No,Yes,No,No,No,https://publichealth.gwu.edu/departments/health-policy-and-management/jeffrey-levi
2247,jeffrey liker,86697573,Male,https://liker.engin.umich.edu/,He,https://liker.engin.umich.edu/,White/European,https://liker.engin.umich.edu/,No,No,Yes,No,Yes,No,No,https://liker.engin.umich.edu/
2248,jeffrey martin,1750817642,Male,https://health.usnews.com/doctors/jeffrey-martin-357013,He,https://health.usnews.com/doctors/jeffrey-martin-357013,White/European,https://health.usnews.com/doctors/jeffrey-martin-357013,No,Yes,No,No,No,No,No,https://health.usnews.com/doctors/jeffrey-martin-357013
2249,jeffrey mccall,2173670217,Male,https://www.depauw.edu/news-media/experts/details/jeffrey-mccall/,He,https://www.depauw.edu/news-media/experts/details/jeffrey-mccall/,White/European,https://www.depauw.edu/news-media/experts/details/jeffrey-mccall/,No,No,Yes,No,No,No,No,https://www.depauw.edu/news-media/experts/details/jeffrey-mccall/
2250,jeffrey p henderson,327843832,Male,https://infectiousdiseases.wustl.edu/faculty-staff/jeffrey-henderson/,He,https://medicine.wustl.edu/news/podcast-can-plasma-from-covid-19-survivors-help-others-battle-the-disease/,White/European,https://infectiousdiseases.wustl.edu/faculty-staff/jeffrey-henderson/,Yes,Yes,No,No,No,No,No,https://infectiousdiseases.wustl.edu/faculty-staff/jeffrey-henderson/
2251,jeffrey pfeffer,3623465278,Male,https://jeffreypfeffer.com/bio/,He,https://jeffreypfeffer.com/bio/,White/European,https://jeffreypfeffer.com/bio/,No,No,Yes,No,Yes,No,No,"https://jeffreypfeffer.com/bio/, https://en.wikipedia.org/wiki/Jeffrey_Pfeffer"
2252,jeffrey sachs,3440940296,Male,https://en.wikipedia.org/wiki/Jeffrey_Sachs,He,https://en.wikipedia.org/wiki/Jeffrey_Sachs,White/European,https://en.wikipedia.org/wiki/Jeffrey_Sachs,No,No,Yes,Yes,Yes,No,No,https://en.wikipedia.org/wiki/Jeffrey_Sachs
2253,jeffrey samet,2044961489,Male,https://www.bumc.bu.edu/care/faculty/jeffrey-samet/,He,https://www.bumc.bu.edu/care/faculty/jeffrey-samet/,White/European,https://www.bumc.bu.edu/care/faculty/jeffrey-samet/,Yes,Yes,No,No,No,No,No,https://www.bumc.bu.edu/care/faculty/jeffrey-samet/
2254,jeffrey shaman,2079944273,Male,https://www.publichealth.columbia.edu/people/our-faculty/jls106,He,https://www.publichealth.columbia.edu/people/our-faculty/jls106,White/European,https://www.publichealth.columbia.edu/people/our-faculty/jls106,Yes,No,No,No,No,No,No,https://www.publichealth.columbia.edu/people/our-faculty/jls106
2255,jeffrey shulman,926830107,Male,https://faculty.washington.edu/jshulman/,No info,,White/European,https://faculty.washington.edu/jshulman/,No,No,Yes,No,No,No,No,https://faculty.washington.edu/jshulman/
2257,jeffrey sonnenfeld,3333110839,Male,https://som.yale.edu/faculty/jeffrey-sonnenfeld,He,https://som.yale.edu/faculty/jeffrey-sonnenfeld,White/European,https://som.yale.edu/faculty/jeffrey-sonnenfeld,No,No,Yes,No,No,No,No,https://som.yale.edu/faculty/jeffrey-sonnenfeld
2258,jeffrey toobin,3568845630,Male,https://en.wikipedia.org/wiki/Jeffrey_Toobin,He,https://en.wikipedia.org/wiki/Jeffrey_Toobin,White/European,https://en.wikipedia.org/wiki/Jeffrey_Toobin,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Jeffrey_Toobin
2259,jeffrey townsend,2214431331,Male,https://publichealth.yale.edu/profile/jeffrey_townsend/,He,https://publichealth.yale.edu/profile/jeffrey_townsend/,White/European,https://publichealth.yale.edu/profile/jeffrey_townsend/,Yes,No,No,No,No,No,No,https://publichealth.yale.edu/profile/jeffrey_townsend/
2260,jeffrey v smith,3298223934,Male,https://www.sccgov.org/sites/ceo/Pages/jeff-smith-bio.aspx,He,https://www.sccgov.org/sites/ceo/Pages/jeff-smith-bio.aspx,White/European,https://www.sccgov.org/sites/ceo/Pages/jeff-smith-bio.aspx,No,Yes,No,Yes,No,No,No,https://www.sccgov.org/sites/ceo/Pages/jeff-smith-bio.aspx
2261,jeffrey woods,3494969804,Male,https://ahs.illinois.edu/woods-jeff,He,https://ahs.illinois.edu/woods-jeff,White/European,https://ahs.illinois.edu/woods-jeff,Yes,No,No,No,No,No,No,https://ahs.illinois.edu/woods-jeff
2262,jen bacani mckenney,1952350075,Female,https://kansashealth.org/our-people/details/dr-jennifer-mckenney/,She,https://kansashealth.org/our-people/details/dr-jennifer-mckenney/,East Asian,https://kansashealth.org/our-people/details/dr-jennifer-mckenney/,No,Yes,No,Yes,No,No,No,https://kansashealth.org/our-people/details/dr-jennifer-mckenney/
2263,jen naparstek klein,1176383263,Female,https://counselingcenter.org/jennifer-naparstek-klein-psy-d/,She,https://counselingcenter.org/jennifer-naparstek-klein-psy-d/,White/European,https://counselingcenter.org/jennifer-naparstek-klein-psy-d/,No,Yes,No,No,No,No,No,https://counselingcenter.org/jennifer-naparstek-klein-psy-d/
2264,jena lee,2316105812,Female,https://www.semel.ucla.edu/autism/team/jena-lee-md,She,https://www.semel.ucla.edu/autism/team/jena-lee-md,East Asian,https://www.semel.ucla.edu/autism/team/jena-lee-md,Yes,Yes,No,No,No,No,No,"https://www.semel.ucla.edu/autism/team/jena-lee-md ,https://blogs.libraries.rutgers.edu/archivingcovid19/files/original/29b8e71f5acec4b72581481760821360.pdf"
2265,jennie wilson,515854660,Female,https://www.uwl.ac.uk/users/jennie-wilson,She,https://www.uwl.ac.uk/inspire/jennie-wilson,White/European,https://www.uwl.ac.uk/users/jennie-wilson,Yes,Yes,No,Yes,No,No,No,https://www.uwl.ac.uk/inspire/jennie-wilson
2266,jennifer ashton,4258180956,Female,https://jenniferashtonmd.com/about/bio/,She,https://jenniferashtonmd.com/about/bio/,White/European,https://jenniferashtonmd.com/about/bio/,No,Yes,No,No,No,No,Yes,https://jenniferashtonmd.com/about/bio/
2267,jennifer avegno,802114252,Female,https://www.nola.com/news/coronavirus/article_efd70008-8663-11ea-b6f6-4f60d1173f62.html,She,https://www.nola.com/news/coronavirus/article_efd70008-8663-11ea-b6f6-4f60d1173f62.html,White/European,https://www.nola.com/news/coronavirus/article_efd70008-8663-11ea-b6f6-4f60d1173f62.html,Yes,Yes,No,Yes,No,No,No,"https://www.nola.com/news/coronavirus/article_efd70008-8663-11ea-b6f6-4f60d1173f62.html,https://onlinelibrary.wiley.com/doi/full/10.1111/acem.12384"
2268,jennifer cassidy,3954917179,Female,https://twitter.com/OxfordDiplomat?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,She,https://www.independent.ie/opinion/holding-tech-giants-to-account-and-taking-on-covid-19-meet-dr-jennifer-cassidy-39210958.html,White/European,https://twitter.com/OxfordDiplomat?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,No,No,Yes,Yes,No,No,No,https://brill.com/view/book/edcoll/9789004410824/BP000011.xml
2269,jennifer clyburn reed,674304771,Female,https://twitter.com/jclyburnreed?lang=en,She,https://www.politico.com/newsletters/playbook-pm/2020/02/24/the-coronavirus-swoon-has-arrived-488400,Black/African,https://twitter.com/jclyburnreed?lang=en,No,No,No,No,Yes,No,No,https://www.politico.com/newsletters/playbook-pm/2020/02/24/the-coronavirus-swoon-has-arrived-488400
2270,jennifer coates,1367496909,Female,https://nutrition.tufts.edu/profile/faculty/jennifer-coates,She,https://nutrition.tufts.edu/profile/faculty/jennifer-coates,White/European,https://nutrition.tufts.edu/profile/faculty/jennifer-coates,Yes,No,No,Yes,No,No,No,https://nutrition.tufts.edu/profile/faculty/jennifer-coates
2271,jennifer cole,1345286597,Female,https://pure.royalholloway.ac.uk/portal/en/persons/jennifer-cole(bfb50003-0f58-451a-a46b-5273796a2aa4).html,She,https://pure.royalholloway.ac.uk/portal/en/persons/jennifer-cole(bfb50003-0f58-451a-a46b-5273796a2aa4).html,White/European,https://pure.royalholloway.ac.uk/portal/en/persons/jennifer-cole(bfb50003-0f58-451a-a46b-5273796a2aa4).html,Yes,No,No,Yes,No,No,No,https://pure.royalholloway.ac.uk/portal/en/persons/jennifer-cole(bfb50003-0f58-451a-a46b-5273796a2aa4).html
2272,jennifer dowd,2566544563,Female,https://www.sociology.ox.ac.uk/people/jennifer-dowd#tab-2360816,She,https://www.sociology.ox.ac.uk/people/jennifer-dowd#tab-2360816,White/European,https://www.sociology.ox.ac.uk/people/jennifer-dowd#tab-2360816,Yes,No,No,No,No,No,No,https://www.sociology.ox.ac.uk/people/jennifer-dowd#tab-2360816
2273,jennifer dragonette,3224255694,Female,https://www.newportinstitute.com/our-experts/jennifer-dragonette/,She,https://www.newportinstitute.com/our-experts/jennifer-dragonette/,White/European,https://www.newportinstitute.com/our-experts/jennifer-dragonette/,No,Yes,No,No,Yes,No,No,https://www.newportinstitute.com/our-experts/jennifer-dragonette/
2274,jennifer fisher,3278078295,Female,https://fashionweekdaily.com/jennifer-fisher-coronavirus/,She,https://en.wikipedia.org/wiki/Jennifer_Fisher_(designer),White/European,https://fashionweekdaily.com/jennifer-fisher-coronavirus/,No,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Jennifer_Fisher_(designer)
2275,jennifer hanrahan,3326552358,Female,http://utmc.utoledo.edu/findaphysician/Details/Jennifer-Hanrahan_1049,She,https://www.toledoblade.com/news/medical/2020/03/04/university-of-toledo-medical-professionals-allay-coronavirus-fears/stories/20200304160,White/European,http://utmc.utoledo.edu/findaphysician/Details/Jennifer-Hanrahan_1049,Yes,Yes,No,No,No,No,No,"http://utmc.utoledo.edu/findaphysician/Details/Jennifer-Hanrahan_1049,https://www.nejm.org/doi/full/10.1056/nejm200012283432604"
2276,jennifer hanscom,190671458,Female,https://physiciansfoundation.org/about/board-of-directors/jennifer-hanscom/,She,https://physiciansfoundation.org/about/board-of-directors/jennifer-hanscom/,White/European,https://physiciansfoundation.org/about/board-of-directors/jennifer-hanscom/,No,Yes,No,No,Yes,No,No,https://physiciansfoundation.org/about/board-of-directors/jennifer-hanscom/
2277,jennifer haythe,2772971284,Female,https://www.columbiacardiology.org/profile/jennifer-h-haythe-md,She,https://www.columbiacardiology.org/profile/jennifer-h-haythe-md,White/European,https://www.columbiacardiology.org/profile/jennifer-h-haythe-md,Yes,Yes,No,No,No,No,No,https://www.columbiacardiology.org/profile/jennifer-h-haythe-md
2278,jennifer horney,1031585145,Female,https://www.drc.udel.edu/people/faculty/horneyj?uid=horneyj&Name=Jennifer%20Horney,She,https://www.drc.udel.edu/people/faculty/horneyj?uid=horneyj&Name=Jennifer%20Horney,White/European,https://www.drc.udel.edu/people/faculty/horneyj?uid=horneyj&Name=Jennifer%20Horney,Yes,No,No,Yes,No,No,No,https://www.drc.udel.edu/people/faculty/horneyj?uid=horneyj&Name=Jennifer%20Horney
2279,jennifer layden,3546793452,Female,https://www.linkedin.com/in/jennifer-layden-8aa35311a/,She,https://www.doximity.com/pub/jennifer-layden-md,White/European,https://www.linkedin.com/in/jennifer-layden-8aa35311a/,Yes,Yes,No,Yes,No,No,No,"https://www.doximity.com/pub/jennifer-layden-md, https://www.linkedin.com/in/jennifer-layden-8aa35311a/"
2280,jennifer lighter,3714392657,Female,https://nyulangone.org/doctors/1326209909/jennifer-l-lighter,She,https://www.healthgrades.com/physician/dr-jennifer-lighter-gcpg7,White/European,https://nyulangone.org/doctors/1326209909/jennifer-l-lighter,Yes,Yes,No,No,No,No,No,https://nyulangone.org/doctors/1326209909/jennifer-l-lighter
2281,jennifer lo,3364320868,Female,https://www.linkedin.com/in/jennifer-lo-405945151/,She,https://www.healthgrades.com/physician/dr-jennifer-lo-xxt7l,White/European,https://www.linkedin.com/in/jennifer-lo-405945151/,No,Yes,No,No,No,No,No,https://www.linkedin.com/in/jennifer-lo-405945151/
2282,jennifer m chacon,1589905876,Female,https://www.law.uci.edu/news/in-the-news/2018/Chacon-Chancellors-Prof.html,She,https://www.law.uci.edu/news/in-the-news/2018/Chacon-Chancellors-Prof.html,Latinx,https://www.law.uci.edu/news/in-the-news/2018/Chacon-Chancellors-Prof.html,No,No,Yes,No,No,No,No,https://www.law.uci.edu/news/in-the-news/2018/Chacon-Chancellors-Prof.html
2283,jennifer mammen,3874261214,Female,https://web.uri.edu/nursing/meet/jennifer-r-mammen/,She,https://web.uri.edu/nursing/meet/jennifer-r-mammen/,White/European,https://web.uri.edu/nursing/meet/jennifer-r-mammen/,Yes,Yes,No,No,No,No,No,https://web.uri.edu/nursing/meet/jennifer-r-mammen/
2284,jennifer mccoy,3579238817,Female,http://sites.gsu.edu/jmccoy/,She,http://sites.gsu.edu/jmccoy/,White/European,http://sites.gsu.edu/jmccoy/,No,No,Yes,No,No,No,No,http://sites.gsu.edu/jmccoy/
2285,jennifer mcquiston,2989008664,Female,https://www.vetmed.vt.edu/alumni/where-are-they-now/03-mcquiston.asp,She,https://www.vetmed.vt.edu/alumni/where-are-they-now/03-mcquiston.asp,White/European,https://www.vetmed.vt.edu/alumni/where-are-they-now/03-mcquiston.asp,Yes,No,No,Yes,No,No,No,"https://www.vetmed.vt.edu/alumni/where-are-they-now/03-mcquiston.asp,https://www.nejm.org/doi/full/10.1056/NEJMoa050043"
2286,jennifer nuzzo,519491909,Female,https://www.centerforhealthsecurity.org/our-people/nuzzo/,She,https://www.centerforhealthsecurity.org/our-people/nuzzo/,White/European,https://www.centerforhealthsecurity.org/our-people/nuzzo/,Yes,Yes,No,Yes,Yes,No,No,https://www.centerforhealthsecurity.org/our-people/nuzzo/
2287,jennifer prah ruger,3922865400,Female,http://www.jenniferprahruger.com/about,She,http://www.jenniferprahruger.com/about,White/European,http://www.jenniferprahruger.com/about,Yes,No,No,Yes,No,No,No,http://www.jenniferprahruger.com/about
2288,jennifer radin,4286586101,Female,https://www.scripps.edu/science-and-medicine/translational-institute/about/people/jennifer-radin/index.html,She,https://www.scripps.edu/science-and-medicine/translational-institute/about/people/jennifer-radin/index.html,White/European,https://www.scripps.edu/science-and-medicine/translational-institute/about/people/jennifer-radin/index.html,Yes,No,No,Yes,No,No,No,https://www.scripps.edu/science-and-medicine/translational-institute/about/people/jennifer-radin/index.html
2289,jennifer reid,4136816561,Female,https://www.healthgrades.com/physician/dr-jennifer-williams-reid-3xd59,She,https://www.healthgrades.com/physician/dr-jennifer-williams-reid-3xd59,White/European,https://www.healthgrades.com/physician/dr-jennifer-williams-reid-3xd59,No,Yes,No,No,No,No,No,https://www.healthgrades.com/physician/dr-jennifer-williams-reid-3xd59
2290,jennifer rohn,2502457928,Female,https://en.wikipedia.org/wiki/Jennifer_Rohn,She,https://en.wikipedia.org/wiki/Jennifer_Rohn,White/European,https://en.wikipedia.org/wiki/Jennifer_Rohn,Yes,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Jennifer_Rohn
2291,jennifer scarlett,3591237671,Female,https://www.linkedin.com/in/jennifer-scarlett-dvm-56825646/,She,https://www.linkedin.com/in/jennifer-scarlett-dvm-56825646/,White/European,https://www.linkedin.com/in/jennifer-scarlett-dvm-56825646/,No,Yes,No,No,Yes,No,No,https://www.linkedin.com/in/jennifer-scarlett-dvm-56825646/
2292,jennifer smith,3977149016,Female,https://www.kstatecollegian.com/2020/05/05/after-battling-covid-19-andrew-smith-and-his-wife-jennifer-search-for-ways-to-help-others/,She,https://www.kstatecollegian.com/2020/05/05/after-battling-covid-19-andrew-smith-and-his-wife-jennifer-search-for-ways-to-help-others/,White/European,https://www.kstatecollegian.com/2020/05/05/after-battling-covid-19-andrew-smith-and-his-wife-jennifer-search-for-ways-to-help-others/,No,No,No,No,No,No,No,https://www.kstatecollegian.com/2020/05/05/after-battling-covid-19-andrew-smith-and-his-wife-jennifer-search-for-ways-to-help-others/
2293,jennifer sullivan,989950922,Female,https://www.in.gov/fssa/about-fssa/about-the-secretary/,She,https://www.in.gov/fssa/about-fssa/about-the-secretary/,White/European,https://www.in.gov/fssa/about-fssa/about-the-secretary/,Yes,Yes,No,Yes,No,No,No,https://www.in.gov/fssa/about-fssa/about-the-secretary/
2294,jennifer toller erausquin,3675334624,Female,https://hhs.uncg.edu/phe/people/erausquin-jennifer-toller/,She,https://hhs.uncg.edu/phe/people/erausquin-jennifer-toller/,White/European,https://hhs.uncg.edu/phe/people/erausquin-jennifer-toller/,Yes,No,No,No,No,No,No,https://hhs.uncg.edu/phe/people/erausquin-jennifer-toller/
2295,jennifer tong,2035314813,Female,https://www.linkedin.com/in/jennifer-tong-md-7146b262/,She,https://www.linkedin.com/in/jennifer-tong-md-7146b262/,White/European,https://www.linkedin.com/in/jennifer-tong-md-7146b262/,No,Yes,No,Yes,No,No,No,https://www.linkedin.com/in/jennifer-tong-md-7146b262/
2296,jennifer vines,989844556,Female,https://multco.us/health-officer/about-health-officer,She,https://multco.us/health-officer/about-health-officer,White/European,https://multco.us/health-officer/about-health-officer,Yes,Yes,No,Yes,No,No,No,"https://multco.us/health-officer/about-health-officer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4584822/"
2298,jennifer wegmann,3409422483,Female,https://www.binghamton.edu/decker/contact/profile.html?id=jwegmann,She,https://www.binghamton.edu/decker/contact/profile.html?id=jwegmann,White/European,https://www.binghamton.edu/decker/contact/profile.html?id=jwegmann,Yes,No,No,No,No,No,No,https://www.binghamton.edu/decker/contact/profile.html?id=jwegmann
2299,jenny abthorpe,1710412059,Female,https://news.sky.com/story/coronavirus-a-day-in-the-life-of-an-intensive-care-doctor-11969330,She,https://news.sky.com/story/coronavirus-a-day-in-the-life-of-an-intensive-care-doctor-11969330,White/European,https://news.sky.com/story/coronavirus-a-day-in-the-life-of-an-intensive-care-doctor-11969330,No,Yes,No,No,No,No,No,https://news.sky.com/story/coronavirus-a-day-in-the-life-of-an-intensive-care-doctor-11969330
2300,jenny atas,2962892196,Female,https://www.prnewswire.com/news-releases/jenny-atas-md-facep-is-recognized-by-continental-whos-who-300667201.html,She,https://www.prnewswire.com/news-releases/jenny-atas-md-facep-is-recognized-by-continental-whos-who-300667201.html,White/European,https://www.prnewswire.com/news-releases/jenny-atas-md-facep-is-recognized-by-continental-whos-who-300667201.html,Yes,Yes,No,Yes,No,No,No,"https://www.prnewswire.com/news-releases/jenny-atas-md-facep-is-recognized-by-continental-whos-who-300667201.html,https://health.usnews.com/doctors/jenny-atas-375194"
2301,jenny davidson,3612734567,Female,https://english.columbia.edu/content/jenny-davidson,She,https://english.columbia.edu/content/jenny-davidson,White/European,https://english.columbia.edu/content/jenny-davidson,No,No,Yes,No,No,No,No,https://english.columbia.edu/content/jenny-davidson
2302,jenny harrell,330218618,Female,https://www.usatoday.com/story/travel/cruises/2020/03/20/coronavirus-quarantined-cruise-ship-passengers-land-atlanta-france/2888922001/,She,https://www.usatoday.com/story/travel/cruises/2020/03/20/coronavirus-quarantined-cruise-ship-passengers-land-atlanta-france/2888922001/,Unknown,,No,No,No,No,No,No,No,https://www.usatoday.com/story/travel/cruises/2020/03/20/coronavirus-quarantined-cruise-ship-passengers-land-atlanta-france/2888922001/
2303,jenny harries,1924537602,Female,https://en.wikipedia.org/wiki/Jenny_Harries,She,https://en.wikipedia.org/wiki/Jenny_Harries,White/European,https://en.wikipedia.org/wiki/Jenny_Harries,Yes,Yes,No,Yes,No,No,No,"https://en.wikipedia.org/wiki/Jenny_Harries,https://gh.bmj.com/content/3/3/e000788.abstract"
2304,jenny mikakos,3875217238,Female,https://en.wikipedia.org/wiki/Jenny_Mikakos,She,https://en.wikipedia.org/wiki/Jenny_Mikakos,White/European,https://en.wikipedia.org/wiki/Jenny_Mikakos,No,No,No,Yes,Yes,No,No,https://en.wikipedia.org/wiki/Jenny_Mikakos
2305,jenny radesky,1357931177,Female,https://www.pbs.org/parents/authors/jenny-radesky-md,She,https://www.pbs.org/parents/authors/jenny-radesky-md,White/European,https://www.pbs.org/parents/authors/jenny-radesky-md,Yes,Yes,No,Yes,No,No,No,https://www.pbs.org/parents/authors/jenny-radesky-md
2306,jeong ok hyun,3080287755,Unidentified,https://www.reuters.com/article/us-health-coronoavirus-olympics-samsung-idUSKBN21E0E1,No info,https://www.reuters.com/article/us-health-coronoavirus-olympics-samsung-idUSKBN21E0E1,East Asian,https://www.reuters.com/article/us-health-coronoavirus-olympics-samsung-idUSKBN21E0E1,No,No,No,No,Yes,No,No,https://www.reuters.com/article/us-health-coronoavirus-olympics-samsung-idUSKBN21E0E1
2307,jerald combs,1463849193,Male,https://history.sfsu.edu/people/emeriti/jerald-combs,He,https://www.google.com/books/edition/The_History_of_American_Foreign_Policy_F/Ixw6-4KyPXgC?hl=en&gbpv=1&dq=jerald+combs+ucla+%22he%22&pg=PA413&printsec=frontcover,White/European,https://history.sfsu.edu/people/emeriti/jerald-combs,No,No,Yes,No,No,No,No,https://networks.h-net.org/node/28443/discussions/5761469/h-diplo-essay-187-jerald-combs-learning-scholar%E2%80%99s-craft
2308,jeremy adler,1798527540,Male,https://www.jconline.com/story/news/2020/12/26/tippecanoe-health-officer-jeremy-adler-receives-covid-19-vaccine/4023620001/,He,https://www.jconline.com/story/news/2020/12/26/tippecanoe-health-officer-jeremy-adler-receives-covid-19-vaccine/4023620001/,White/European,https://www.jconline.com/story/news/2020/12/26/tippecanoe-health-officer-jeremy-adler-receives-covid-19-vaccine/4023620001/,No,Yes,No,Yes,No,No,No,https://www.jconline.com/story/news/2020/12/26/tippecanoe-health-officer-jeremy-adler-receives-covid-19-vaccine/4023620001/
