orig_index,who_shouldnt_code,disambiguated_entity,disambiguated_entity_id,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
4247,KP,ricardo castaneda empathy,2819530527,Male,https://www.pulselive.co.ke/the-new-york-times/world/ricardo-castaneda-psychiatrist-with-many-talents-dies-at-64/6ex1pgf,He,https://www.pulselive.co.ke/the-new-york-times/world/ricardo-castaneda-psychiatrist-with-many-talents-dies-at-64/6ex1pgf,Latinx,https://www.pulselive.co.ke/the-new-york-times/world/ricardo-castaneda-psychiatrist-with-many-talents-dies-at-64/6ex1pgf,No,Yes,No,No,No,No,No,https://www.pulselive.co.ke/the-new-york-times/world/ricardo-castaneda-psychiatrist-with-many-talents-dies-at-64/6ex1pgf
4289,KP,richard shelby,3260482009,Male,https://en.wikipedia.org/wiki/Richard_Shelby,He,https://en.wikipedia.org/wiki/Richard_Shelby,White/European,https://en.wikipedia.org/wiki/Richard_Shelby,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Richard_Shelby
4300,KP,richard wilding obe,3897215889,Male,https://en.wikipedia.org/wiki/Richard_Wilding,He,https://en.wikipedia.org/wiki/Richard_Wilding,White/European,https://en.wikipedia.org/wiki/Richard_Wilding,No,No,Yes,Yes,No,No,No,https://en.wikipedia.org/wiki/Richard_Wilding
4510,Gratiana,ruth karron,3660675935,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.jhsph.edu/research/centers-and-institutes/johns-hopkins-vaccine-initiative/about/our-people/Ruth_Karron
4656,Gratiana,sean hannity,2444413450,Male,,He,,White/European,,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Sean_Hannity
4712,Gratiana,sherry h y,418395445,Female,,She,,East Asian,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Sherry_Chou
4786,Gratiana,stefan hanson,2358131852,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.researchgate.net/scientific-contributions/2164501801-Stefan-Hanson
4829,Gratiana,stephen i vladeck,3866497993,Male,,He,https://en.wikipedia.org/wiki/Stephen_Vladeck,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Stephen_Vladeck
4870,Gratiana,steve peers,1763520557,Male,,He,https://en.wikipedia.org/wiki/Steve_Peers,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Steve_Peers
4889,Gratiana,steven goodman,2597692038,Male,,He,https://en.wikipedia.org/wiki/Steven_N._Goodman,White/European,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Steven_N._Goodman
4942,Gratiana,sunil kumar,321031893,Male,,He,https://en.wikipedia.org/wiki/Sunil_Kumar,South Asian,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Sunil_Kumar
4987,Gratiana,tamar barlam,2519893091,Female,,She,https://profiles.bu.edu/Tamar.Barlam,White/European,,Yes,Yes,No,No,No,No,No,https://profiles.bu.edu/Tamar.Barlam
5082,Sara Dada,tim allen,1517743959,Male,,He,,White/European,,No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Tim_Allen
5121,Sara Dada,tom bettag,1897187928,Male,,He,,White/European,,No,No,No,No,No,No,Yes,"https://merrill.umd.edu/about-merrill/staff-faculty/tom-bettag/#:~:text=Tom%20Bettag%2C%20best%20known%20as,Fred%20Friendly%20First%20Amendment%20Award."
5137,Sara Dada,tom jones,720232602,Male,https://en.wikipedia.org/wiki/Tom_Jones_(singer),He,https://en.wikipedia.org/wiki/Tom_Jones_(singer),White/European,https://en.wikipedia.org/wiki/Tom_Jones_(singer),No,No,No,Yes,No,Yes,No,https://en.wikipedia.org/wiki/Tom_Jones_(singer)
5146,Sara Dada,tomasz wojtasik,2141045213,Male,,They,"He/him/his she/her/hers - identifies as queer on social media but media and online articles use ""he""",White/European,,No,No,No,No,No,No,No,https://www.instagram.com/tomzy.w/?hl=en
5252,Sara Dada,w ian lipkin,4236902286,Male,https://en.wikipedia.org/wiki/W._Ian_Lipkin,He,https://en.wikipedia.org/wiki/W._Ian_Lipkin,White/European,https://en.wikipedia.org/wiki/W._Ian_Lipkin,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/W._Ian_Lipkin
5332,Sara Dada,william jaquis,3904147447,Male,,He,,White/European,,No,Yes,No,No,No,No,No,https://www.linkedin.com/in/william-jaquis-9284145/
5400,Sara Dada,yi cui,3284918155,Male,,He,,East Asian,,No,No,Yes,No,No,No,No,Professor in Department of Materials Science and Engineering
5410,Sara Dada,yoshinobu yamamoto,2214899875,Male,,He,,White/European,,No,No,Yes,No,No,No,No,emeritus professor of international politics at the University of Tokyo.
