orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference,race_ethnicity,comment/reference,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference
4713,shi muying,2,"[('ms shi', 86), ('shi yinhong', 76), ('kashif munir', 64), ('ho ming sho', 64), ('chen shih chung', 63), ('jayaprakash muliyil', 63), ('siu ping lam', 61), ('pei yong shi', 61), ('singh', 60), ('rishi sunak', 57), ('sonia singh', 57), ('shi zhengli', 57), ('shigeru omi', 57), ('phil murphy', 57), ('zhou min', 56), ('chris murray', 55), ('sunit singla', 55), ('sheng jifang', 55), ('aimee moulin', 55), ('muhib shinwari', 55)]",SELF,Female,,She,,East Asian,,No,No,No,No,Yes,No,No,https://www.prnewswire.com/news-releases/tutors-international-calls-on-home-office-to-assist-employee-muying-shi-quarantined-in-wuhan-hospital-after-contracting-coronavirus-300998495.html
4714,shi yinhong,2,"[('ms shi', 86), ('shi muying', 76), ('zhenzhong si', 66), ('pei yong shi', 66), ('chu yin', 64), ('shi zhengli', 64), ('yanzhong huang', 61), ('cai yi', 60), ('ying ying goh', 60), ('yashica robinson', 59), ('stelios haji ioannou', 58), ('simon anthony', 58), ('sophie richardson', 57), ('silva bino', 57), ('yi cui', 57), ('leung yiu hong', 56), ('ho ming sho', 55), ('yuan herong', 55), ('shira doron', 55), ('hsu li yang', 55)]",SELF,Male,,He,,East Asian,,No,No,Yes,No,No,No,No,https://thebeijingcenter.org/people/shi-yinhong/
4715,shi zhengli,2,"[('ms shi', 86), ('zhong', 72), ('zhenzhong si', 66), ('shi yinhong', 64), ('shengjie lai', 61), ('zhu', 60), ('siegel', 59), ('zweli mkhize', 58), ('mei zhongming', 58), ('pei yong shi', 58), ('sheila nix', 57), ('seth cohen', 57), ('shi muying', 57), ('sachin nagrani', 56), ('philip zelikow', 56), ('sami angawi', 55), ('suhail naik', 55), ('zhong nanshan', 55), ('shiv pillai', 55), ('taisu zhang', 55)]",SELF,Female,,She,,East Asian,,Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/Shi_Zhengli
4716,shigeru omi,2,"[('ms shi', 71), ('john shiver', 61), ('siegel', 60), ('benjamin singer', 59), ('bob shrum', 57), ('shi muying', 57), ('jill schlesinger', 56), ('hiroshige seko', 56), ('michael salinger', 56), ('mervyn singer', 55), ('sophie gregoire trudeau', 55), ('shira doron', 55), ('maria jose sierra', 55), ('shupe', 54), ('singh', 54), ('gu su', 54), ('ben singer', 54), ('robert shiller', 53), ('michael siegel', 53), ('nicole saphier', 53)]",SELF,Male,,He,,East Asian,,Yes,Yes,No,No,No,No,No,https://www.who.int/mediacentre/events/2013/wha66/president_shigeru_omi/en/
4717,shinichi niwa,2,"[('nick', 68), ('koiichi nakano', 59), ('nirav shah', 58), ('ms shi', 57), ('hiroshi nishiura', 55), ('nick phin', 55), ('nadia', 54), ('singh', 54), ('koichi nakano', 54), ('saira sheikh', 53), ('nassim nicholas taleb', 53), ('rajita sinha', 53), ('sheila nix', 52), ('hina shah', 52), ('shinzo abe', 52), ('sachin nagrani', 52), ('jag singh', 52), ('muhib shinwari', 52), ('brian nichols', 51), ('simon walsh', 50)]",SELF,Male,,He,,East Asian,,Yes,Yes,No,No,No,No,No,https://www.researchgate.net/profile/Shin-Ichi_Niwa
4718,shinu syamalan,2,"[('sam fink', 64), ('scott samlan', 62), ('hina shah', 60), ('susan macmanus', 57), ('sachin nagrani', 57), ('sharon nachman', 57), ('staffan sylvan', 57), ('susan salka', 56), ('hai shao', 56), ('soumya swaminathan', 56), ('sion roy', 56), ('schulman', 55), ('sam lessin', 55), ('shupe', 54), ('jayashankar swaminathan', 54), ('singh', 54), ('rahul sharma', 54), ('gu su', 54), ('joshua santarpia', 53), ('sujit vakkalanka', 53)]",SELF,Female,,She,,South Asian,,No,Yes,No,No,No,No,No,https://www.deccanchronicle.com/nation/current-affairs/110320/kerala-doctor-loses-job-for-reporting-suspected-coronavirus-case.html
4719,shinzo abe,2,"[('abe', 90), ('albert rizzo', 61), ('alberto bisin', 58), ('rena steinzor', 58), ('ms shi', 57), ('ben singer', 57), ('simon clarke', 55), ('ashwin vasan', 55), ('azadeh shirazi', 55), ('scott fauble', 55), ('mahshid abir', 55), ('suchi pandey', 55), ('singh', 54), ('allison chamberlain', 54), ('albert chan', 54), ('nusheen ameenuddin', 54), ('alpesh amin', 54), ('kristian andersen', 54), ('sheldon campbell', 54), ('hina shah', 53)]",SELF,Male,,He,,East Asian,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Shinzo_Abe
4720,shira doron,2,"[('daron shaw', 72), ('doom', 68), ('soir', 68), ('doron katz', 64), ('laura drohan', 61), ('john shiver', 61), ('don', 60), ('sara lederman', 58), ('sheli radoshitzky', 58), ('sopon iamsirithaworn', 58), ('jennifer dragonette', 58), ('saul coronado de leon', 58), ('karol sikora', 58), ('joshua denson', 58), ('sarah johnson', 58), ('christian drosten', 58), ('aaron shakow', 58), ('armand dorian', 58), ('sherrod brown', 58), ('sara hogan', 57)]",SELF,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.tuftsmedicalcenter.org/physiciandirectory/shira-doron?dpt=c1b92da7-2a63-4c04-975b-96f89d8410af
4721,shiv pillai,2,"[('phil', 68), ('anton sebastianpillai', 66), ('shengjie lai', 61), ('siu ping lam', 61), ('sahil parikh', 61), ('gillian schmitz', 59), ('whitney phillips', 59), ('michael s phillips', 58), ('sheila nix', 57), ('ms shi', 57), ('clint phillips', 56), ('james phillips', 56), ('phillip williamson', 55), ('sheila bird', 55), ('patrick soon shiong', 55), ('suhail naik', 55), ('sukhum kanchanapimai', 55), ('shi zhengli', 55), ('phil smith', 54), ('michael phillips', 52)]",SELF,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.ragoninstitute.org/portfolio-item/pillai/
4722,shondipon laha,2,"[('hai shao', 64), ('lamas', 60), ('sharon nachman', 57), ('simon walsh', 56), ('simon hewat', 56), ('shengjie lai', 54), ('simon clarke', 54), ('langa', 54), ('siu ping lam', 54), ('sania ashraf', 54), ('sopon iamsirithaworn', 53), ('jason li', 53), ('chunlin leonhard', 53), ('nivedita lakhera', 53), ('hina shah', 52), ('suniya luthar', 52), ('simon anthony', 52), ('chad sanborn', 51), ('mao shoulong', 51), ('laura sienas', 51)]",SELF,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.lancsteachinghospitals.nhs.uk/shondipon-laha/
4723,shubhra singh,2,"[('singh', 90), ('sonia singh', 67), ('jag singh', 67), ('shuhan he', 64), ('adarsh pratap singh', 62), ('harmandeep singh', 62), ('sabra klein', 58), ('samir sinha', 58), ('saira sheikh', 56), ('jayant singh', 56), ('rajita sinha', 56), ('sunit singla', 56), ('laura sienas', 56), ('ganesh suntharalingam', 56), ('sandra smith', 56), ('shupe', 54), ('subhajit basu', 54), ('serena masino', 54), ('sania ashraf', 53), ('sion roy', 53)]",SELF,Female,,She,,South Asian,,No,No,No,Yes,No,No,No,"https://www.indianbureaucracy.com/shubhra-singh-ias-appointed-chairperson-nppa/, was not able to find other information about Ms. Singh"
4724,shuhan he,2,"[('han', 90), ('susan athey', 70), ('hahn', 68), ('susan michie', 67), ('alexander huang chieh cheng', 67), ('geng shuang', 66), ('eric schuman', 64), ('hamel husain', 64), ('susan wachter', 64), ('herb kuhn', 64), ('shubhra singh', 64), ('shawna lee', 63), ('hun sen', 62), ('peter shulman', 61), ('susan whittier', 61), ('anne schuchat', 61), ('shawn evans', 60), ('joshua m sharfstein', 60), ('joshua stephany', 60), ('jonathan hafetz', 60)]",SELF,Male,,He,,East Asian,,Yes,Yes,No,No,No,No,No,https://www.massgeneral.org/doctors/20771/shuhan-he
4725,shupe,1,"[('elaine shuo feng', 57), ('shuhan he', 57), ('samuel', 55), ('judy shelton', 54), ('adarsh pratap singh', 54), ('peter shulman', 54), ('mahmoud hashemi shahroudi', 54), ('joshua stephany', 54), ('saira sheikh', 54), ('sue varma', 54), ('yossi sheffi', 54), ('leonard schleifer', 54), ('esther saggurthi', 54), ('shengjie lai', 54), ('joshua santarpia', 54), ('siu ping lam', 54), ('sue anne bell', 54), ('erica s shenoy', 54), ('josefa steinhauer', 54), ('david spiegelhalter', 54)]",SELF,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Bryan_Shupe
4726,siddhartha mukherjee,2,"[('bhasha mukherjee', 78), ('bhramar mukherjee', 70), ('said', 68), ('martha kumar', 60), ('muller', 60), ('nathan myers', 60), ('devi sridhar', 57), ('sandra sucher', 56), ('sarah cm', 56), ('tara smith', 54), ('singh', 54), ('thom mayer', 54), ('sherlita amler', 53), ('jeffrey smith', 53), ('shahid jameel', 53), ('jerne shapiro', 53), ('marty makary', 52), ('zara mathews', 52), ('marsha cohen', 52), ('sarah moyer', 52)]",SELF,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Siddhartha_Mukherjee
4727,siegel,1,"[('jeremy siegel', 90), ('michael siegel', 90), ('robert siegel', 90), ('marc siegel', 90), ('marc k siegel', 90), ('robert david siegel', 90), ('david spiegelhalter', 75), ('david spiegel', 75), ('brennan spiegel', 75), ('paul spiegel', 75), ('mervyn singer', 60), ('sophie gregoire trudeau', 60), ('sergei skripal', 60), ('jill schlesinger', 60), ('ignaz semmelweis', 60), ('nigel stapledon', 60), ('benjamin singer', 60), ('sue elliot', 60), ('hiroshige seko', 60), ('nandi siegfried', 60)]",na,,,,,,,,,,,,,,
4728,silva bino,2,"[('william da silva', 86), ('jesus silva herzog', 86), ('sheila bird', 67), ('ana silvia gonzalez reiche', 63), ('sylvie briand', 61), ('bill robinson', 61), ('nova spivack', 61), ('jill biden', 60), ('silvana agatone', 60), ('sheila nix', 60), ('alaa swilam dubai', 60), ('georgie silvarole', 60), ('cao bin', 59), ('chad bianco', 57), ('sonia singh', 57), ('shi yinhong', 57), ('asaf bitton', 57), ('suzi nou', 56), ('sullivan', 56), ('sam fink', 56)]",SELF,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.who.int/influenza/pip/partnership_contribution/Bio_Bino.pdf?ua=1
4729,silvana agatone,2,"[('amy stone', 60), ('samantha gaines', 60), ('ana silvia gonzalez reiche', 60), ('stefano magnone', 60), ('amy acton', 60), ('silva bino', 60), ('ala', 60), ('neil silverman', 59), ('staffan sylvan', 59), ('sarah reagan steiner', 57), ('ann wagner', 57), ('niran al agba', 57), ('simon anthony', 57), ('sara hogan', 56), ('sullivan', 56), ('alan jones', 56), ('anthony santella', 55), ('sachin nagrani', 55), ('sandra kane gill', 55), ('swanton', 55)]",SELF,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,"https://www.buzzfeednews.com/article/nishitajha/italy-abortion-rights-silvana-agatone, https://www.fiapac.org/en/author/2025/silvana-agatone"
4730,silvio brusaferro,2,"[('safar', 72), ('william barr', 55), ('allison brashear', 55), ('simon perry', 55), ('nele brusselaers', 55), ('silva bino', 54), ('joe bresee', 54), ('bill barr', 54), ('ross baker', 54), ('sylvie briand', 53), ('william schaffner', 53), ('sion roy', 53), ('michael brauer', 52), ('william sander', 52), ('sanders', 51), ('buffett', 51), ('sheila bird', 50), ('john braden', 50), ('caroline bruckner', 50), ('salvatore pardo', 50)]",SELF,Male,,He,,White/European,,Yes,Yes,No,Yes,No,No,No,https://it.wikipedia.org/wiki/Silvio_Brusaferro
4731,silviu itescu,2,"[('saskia v popescu', 55), ('sarai eitches', 54), ('peter slavin', 53), ('ana silvia gonzalez reiche', 53), ('calvin sun', 52), ('silva bino', 52), ('saskia popescu', 52), ('siouxsie wiles', 52), ('gu su', 51), ('silvana agatone', 50), ('matteo salvini', 49), ('jesus silva herzog', 49), ('peter sinclair', 49), ('alison sinclair', 48), ('ikuo tsunoda', 48), ('calvin d sun', 48), ('ilaria capua', 48), ('stella hines', 48), ('laura sienas', 48), ('steven miles', 48)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,Yes,No,No,https://www.thepharmaletter.com/profile/silviu-itescu
4732,simon anthony,2,"[('anthony', 90), ('anthony fauc', 70), ('anthony fehr', 70), ('simon walsh', 67), ('simon hewat', 67), ('sion roy', 67), ('anthony fuaci', 66), ('anthony kreis', 66), ('anthony kaveh', 66), ('anthony santella', 66), ('anthony fauci', 66), ('anthony kennedy', 66), ('gary simon', 66), ('anthony cardillo', 66), ('anthony costello', 66), ('anthony almojera', 66), ('anne rimoin', 64), ('jonathon sumption', 64), ('mark simon', 64), ('paul simon', 64)]",SELF,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.publichealth.columbia.edu/people/our-faculty/sja2127
4733,simon clarke,2,"[('mark simon', 78), ('gary simon', 69), ('saint mark', 64), ('rachel clarke', 64), ('paul simon', 64), ('melissa clarke', 64), ('simone wildes', 64), ('mimi carre', 64), ('benjamin clark', 62), ('simon walsh', 61), ('simon hewat', 61), ('david clark', 61), ('clare hopkins', 61), ('robin carre', 61), ('john caskey', 61), ('simon perry', 61), ('christine carter toevs', 60), ('sion roy', 60), ('mark smolinski', 59), ('claire hopkins', 59)]",SELF,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.reading.ac.uk/biologicalsciences/about/staff/s-r-clarke.aspx
4734,simon hewat,2,"[('simon walsh', 73), ('head', 68), ('simon anthony', 67), ('mark simon', 64), ('jason schwartz', 64), ('gary simon', 64), ('paul simon', 64), ('simon perry', 64), ('simon clarke', 61), ('fernando simon', 61), ('asim shah', 60), ('simon stevens', 59), ('simon judkins', 59), ('simon wessely', 59), ('rachel thorn heathcock', 58), ('benjamin schwartz', 58), ('gail simmons', 58), ('simone wildes', 58), ('shondipon laha', 56), ('brian schwartz', 56)]",SELF,Male,,He,,White/European,,No,No,No,No,Yes,No,No,https://www.linkedin.com/in/sahewat
4735,simon judkins,2,"[('mark simon', 64), ('gary simon', 64), ('paul simon', 64), ('simon stevens', 62), ('simone wildes', 62), ('don jr', 60), ('christine jenkins', 60), ('simon walsh', 59), ('simon hewat', 59), ('simon perry', 59), ('samson yuen', 58), ('kim jong un', 58), ('moon jae in', 58), ('jim', 57), ('ms shi', 57), ('simon clarke', 56), ('sion roy', 56), ('john hopkins', 56), ('ian jones', 55), ('marjorie jenkins', 55)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.linkedin.com/in/simon-judkins-a8381149/?originalSubdomain=au
4736,simon perry,2,"[('sion roy', 74), ('gary simon', 72), ('perry link', 72), ('perry pong', 72), ('simon wessely', 67), ('sara perry', 67), ('mark simon', 64), ('paul simon', 64), ('simon hewat', 64), ('nicolas p terry', 62), ('peter stein', 61), ('fernando simon', 61), ('peter sporn', 61), ('simon clarke', 61), ('perrone', 60), ('paterson', 60), ('simon walsh', 59), ('simon stevens', 59), ('simon judkins', 59), ('joia crear perry', 59)]",SELF,Male,https://www.linkedin.com/in/simon-perry-26b4246/?originalSubdomain=uk,No info,,White/European,https://www.linkedin.com/in/simon-perry-26b4246/?originalSubdomain=uk,No,No,No,No,No,No,Yes,"I found a couple Simon Perrys in the news: a journalist for People magazine, an insurance sales director, and a former Israeli intelligence officer; https://www.intelligentinsurer.com/article/underwriting-accuracy-and-quality-are-new-frontline-in-insurance-data-war, https://www.washingtonpost.com/world/middle_east/israel-turns-to-anti-terrorism-tools-in-battle-against-coronavirus/2020/03/15/3670bd94-66b9-11ea-b199-3a9799c54512_story.html"
4737,simon stevens,2,"[('steven', 90), ('steven nelson', 73), ('steve monroe', 68), ('sens', 68), ('steve nelson', 68), ('robert stevens', 67), ('mary stevenson', 67), ('steven m opal', 66), ('steven corwin', 66), ('gary simon', 64), ('mark simon', 64), ('paul simon', 64), ('steven b abramson', 64), ('steven goodman', 64), ('steven kitchen', 64), ('steven choi', 64), ('steve motew', 64), ('steven hahn', 64), ('steve schow', 64), ('steven hoffman', 64)]",SELF,Male,,He,,White/European,,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Simon_Stevens_(healthcare_manager)
4738,simon walsh,2,"[('walsh', 90), ('simone wildes', 75), ('simon hewat', 73), ('paul simon', 72), ('wali', 68), ('simon wessely', 67), ('simon anthony', 67), ('gary simon', 64), ('mark simon', 64), ('steve walsh', 64), ('marty walsh', 64), ('simon clarke', 61), ('john wald', 60), ('walters', 60), ('jim waldo', 60), ('asim shah', 60), ('simon stevens', 59), ('simon judkins', 59), ('simon perry', 59), ('fernando simon', 59)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,"https://www.ehaat.org/about-us/our-people/, https://www.youtube.com/watch?v=-T7fT6CyHBY"
4739,simon wessely,2,"[('simone wildes', 69), ('simon walsh', 67), ('simon perry', 67), ('gary simon', 64), ('mark simon', 64), ('paul simon', 64), ('simon stevens', 62), ('simon hewat', 59), ('robin weiss', 58), ('sion roy', 57), ('sean dempsey', 56), ('e wesley ely', 56), ('simon clarke', 56), ('jim webb', 56), ('wesley self', 55), ('alison whelan', 54), ('simon judkins', 54), ('scott hensley', 54), ('singh', 54), ('jason stanley', 54)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Simon_Wessely
4740,simone wildes,2,"[('simon walsh', 75), ('siouxsie wiles', 74), ('simon wessely', 69), ('simon clarke', 64), ('simon stevens', 62), ('simon judkins', 62), ('annelies wilder smith', 62), ('wilder smith', 61), ('ian wilson', 61), ('justin wolfers', 59), ('simon perry', 58), ('john wilson', 58), ('simon hewat', 58), ('walters', 56), ('ian williams', 56), ('steven miles', 56), ('anne walters', 56), ('sion roy', 56), ('tim williams', 56), ('john wald', 55)]",SELF,Female,,She,,Black/African,,No,Yes,No,No,No,No,No,https://www.southshorehealth.org/find-a-doctor/simone-s-wildes
4741,singh,1,"[('adarsh pratap singh', 90), ('shubhra singh', 90), ('jayant singh', 90), ('sonia singh', 90), ('harmandeep singh', 90), ('jag singh', 90), ('suwannachai wattanayingcharoen', 72), ('mervyn singer', 72), ('jill schlesinger', 72), ('benjamin singer', 72), ('rajita sinha', 72), ('sunit singla', 72), ('samir sinha', 72), ('ben singer', 72), ('kathryn smerling', 60), ('john sprankling', 60), ('anne spaulding', 60), ('shi muying', 60), ('steve tsang', 60), ('gary shilling', 60)]",na,,,,,,,,,,,,,,
4742,sion roy,2,"[('roy anderson', 86), ('dipanjan roy', 86), ('saheli roy choudhury', 86), ('gary simon', 74), ('simon perry', 74), ('christian rose', 68), ('johnson roberson', 68), ('i nelson rose', 68), ('roy kwong', 67), ('simon anthony', 67), ('mervyn singer', 64), ('mark simon', 64), ('jeffrey sonnenfeld', 64), ('karol sikora', 64), ('fernando simon', 64), ('simon clarke', 60), ('susan ray', 59), ('singh', 57), ('aki hiro sato', 57), ('simon wessely', 57)]",SELF,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.harbor-ucla.org/cardiology/faculty/
4743,siouxsie wiles,2,"[('simone wildes', 74), ('justin wolfers', 57), ('simon walsh', 56), ('white', 54), ('steven miles', 54), ('walsh', 54), ('simon stevens', 52), ('sirous asgari', 52), ('brie williams', 52), ('silviu itescu', 52), ('lindsay wiley', 52), ('simon wessely', 52), ('kryssie woods', 52), ('douglas white', 52), ('jennie wilson', 52), ('willson', 51), ('walters', 51), ('annelies wilder smith', 51), ('wilder smith', 51), ('michael wilson', 50)]",SELF,Female,,She,,White/European,,Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/Siouxsie_Wiles
4744,sirous asgari,2,"[('soir', 68), ('gail simmons', 61), ('ali', 60), ('sami angawi', 58), ('sylvia owusu ansah', 58), ('gary simon', 58), ('owusu ansah', 58), ('sarosh ashraf janjua', 56), ('arnold vargas gabrin', 55), ('safar', 54), ('susan partovi', 54), ('cyrus shahpar', 54), ('akiko iwasaki', 54), ('axios', 54), ('gu su', 54), ('amir ali', 53), ('masaaki sano', 53), ('sion roy', 53), ('hai shao', 53), ('julie strous', 53)]",SELF,Male,,He,,Middle Eastern,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Sirous_Asgari
4745,siu ping lam,3,"[('gu su', 68), ('sunit singla', 67), ('jiang su', 64), ('liu liang', 64), ('bao ping zhu', 64), ('shiv pillai', 61), ('shi muying', 61), ('lin', 60), ('liu zi', 60), ('liu', 60), ('wang ping', 59), ('kim king smith', 59), ('i min lee', 57), ('li liang', 56), ('ming lin', 56), ('sanjay pingle', 56), ('huang ping', 55), ('leslie willingham', 55), ('pina lalli', 55), ('elaine shuo feng', 54)]",SELF,Male,,He,,East Asian,,Yes,No,No,Yes,No,No,No,"https://www.gov.uk/government/people/siu-ping-lam, https://www.linkedin.com/in/siu-ping-lam-81807089/?originalSubdomain=uk"
4746,sneha topgi,2,"[('jose a tapia', 61), ('tompkins stange', 59), ('todd nega', 57), ('sonal tuli', 57), ('pan hwai tzong', 56), ('sean asiquq topkok', 55), ('samantha gaines', 54), ('joseph stiglitz', 54), ('singh', 54), ('steph', 54), ('sangeeta bhatia', 54), ('ian tong', 53), ('joshua santarpia', 52), ('sonia giusto', 52), ('shane oliver', 52), ('stephen hoge', 52), ('sonia singh', 52), ('tali sharot', 52), ('shaomeng jia', 52), ('joseph tsang', 52)]",SELF,Female,,She,,South Asian,,No,Yes,No,No,No,No,No,https://www.linkedin.com/in/sneha-topgi-15668a153/
4747,sobolewski,1,"[('soo kim', 59), ('brendan smialowski', 54), ('sophie bostock', 50), ('mark smolinski', 50), ('sam lessin', 50), ('theresa sokol', 49), ('sabra klein', 48), ('soir', 45), ('patrick soon shiong', 45), ('jill schlesinger', 45), ('sarah bloom raskin', 45), ('sens', 45), ('deborah prothrow stith', 45), ('nicole seminara', 45), ('scott fauble', 45), ('said', 45), ('simone wildes', 43), ('sharon balter', 43), ('paul spoonley', 43), ('stew shankman', 43)]",SELF,Female,,She,,White/European,,Yes,No,No,No,No,No,No,Marissa Terry runs the Sobolewski Lab - it looks like she recently changed her name since all links for Marissa Sobolewski are directed to Marissa Terry https://www.urmc.rochester.edu/people/22380296-marissa-e-terry
4748,sofia aadawy,2,"[('adam', 68), ('soir', 68), ('sofia pendley', 64), ('sofia mendonca', 62), ('amy', 60), ('ala', 60), ('nasia safdar', 58), ('somil viradia', 56), ('amanda spray', 55), ('syra madad', 55), ('alfa saadu', 55), ('sohan japa', 55), ('safar', 54), ('adam finn', 54), ('adams', 54), ('allison arwady', 54), ('sonya babu narayan', 53), ('gloria addo ayensa', 53), ('armand dorian', 53), ('sami angawi', 52)]",SELF,Female,,She,,Middle Eastern,,No,Yes,No,No,No,No,No,https://doctor.webmd.com/doctor/sofia-adawy-07f0e3b7-aa8c-407d-a414-82c89311046f-overview
4749,sofia mendonca,2,"[('soir', 68), ('sofia pendley', 67), ('josefina moreno', 62), ('sofia aadawy', 62), ('medina', 60), ('stefano menzo', 59), ('shira doron', 56), ('anand menon', 56), ('stefano magnone', 55), ('safar', 54), ('simon clarke', 54), ('rory medcalf', 54), ('olga mediano', 54), ('mandl', 54), ('bonnie maldonado', 53), ('rice mcdonald', 52), ('scott mckeown', 52), ('brian monahan', 52), ('eric mcdonald', 52), ('stefan hanson', 52)]",SELF,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,Sofia is a Dr. but i wasn't able to find out if she is an MD or a PhD. https://www.researchgate.net/profile/Sofia_Mendonca
4751,sofia pendley,2,"[('soir', 68), ('sofia mendonca', 67), ('scott pelley', 64), ('sofia aadawy', 64), ('suchi pandey', 64), ('scott hensley', 62), ('sean p conley', 62), ('sean conley', 58), ('scott kelley', 56), ('sonia angell', 56), ('lori peek', 55), ('gai peleg', 55), ('gal peleg', 55), ('safar', 54), ('lois parshley', 54), ('sanjay pingle', 54), ('paul spoonley', 54), ('pence', 54), ('jason stanley', 54), ('freddy sitas', 53)]",SELF,Female,,She,,White/European,,Yes,No,Yes,No,No,No,No,https://sacredheart.edu/phonebook/sofia-pendley.php
4752,sohan japa,2,"[('john', 68), ('sanjay gupta', 64), ('shaomeng jia', 64), ('shane paul mcghie', 63), ('sanjukta paul', 61), ('mohammad javad zarif', 60), ('shanthi kappagoda', 60), ('sanjaya senanayake', 60), ('jayashankar swaminathan', 60), ('zhan jiang', 60), ('sharon nachman', 58), ('hannah janeway', 58), ('shawn evans', 57), ('susan salka', 57), ('sonal gupta', 57), ('jack stroh', 57), ('jane tyson', 57), ('john puskas', 57), ('paul simon', 57), ('r shane day', 57)]",SELF,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,"https://www.researchgate.net/profile/Sohan_Japa, https://www.linkedin.com/in/sohanjapa/"
4753,soir,1,"[('marc short', 68), ('saira sheikh', 68), ('sotiris tsiodras', 68), ('sirous asgari', 68), ('michele sorice', 68), ('sonia giusto', 68), ('josiah solis', 68), ('sonia y angell', 68), ('erin m sorrell', 68), ('peter sporn', 68), ('somil viradia', 68), ('shira doron', 68), ('maria jose sierra', 68), ('sofia pendley', 68), ('sonia singh', 68), ('sofia aadawy', 68), ('karl sporer', 68), ('azadeh shirazi', 68), ('sorrento', 68), ('sofia mendonca', 68)]",na,,,,,,,,,,,,,,
4754,somil viradia,2,"[('soir', 68), ('victoria toilet', 61), ('sheila bird', 58), ('victoria', 56), ('sofia aadawy', 56), ('thomas vartanian', 55), ('victoria dooley', 54), ('sylvie briand', 54), ('suman radhakrishna', 52), ('silva bino', 52), ('emil verner', 50), ('sami angawi', 50), ('mehdi veisi', 50), ('suhail naik', 50), ('seema verma', 50), ('samir sinha', 50), ('shiv pillai', 50), ('or vandline', 50), ('senthil veeraraghavan', 49), ('tara smith', 49)]",SELF,Male,,He,,South Asian,,No,Yes,No,No,No,No,No,https://www.healthcare4ppl.com/physician/california/whittier/somil-viradia-1881008662.html
4755,sonal gupta,2,"[('gupta', 90), ('sanjay gupta', 78), ('sunetra gupta', 75), ('rahul gupta', 73), ('sonia giusto', 70), ('vin gupta', 70), ('sonal tuli', 67), ('mona gahunia', 61), ('suniya luthar', 58), ('sally goza', 57), ('sohan japa', 57), ('sunil kumar', 55), ('manu gautam', 55), ('sonia singh', 55), ('paul spoonley', 55), ('gary simon', 54), ('paul simon', 54), ('gail saltz', 54), ('patricia stone', 53), ('erin gustafson', 53)]",SELF,Female,,She,,South Asian,,No,Yes,No,No,No,No,No,https://www.heritagemedical.com/doctor/gupta/
4756,sonal tuli,2,"[('sonal gupta', 67), ('donald trump', 64), ('donald trump trump', 63), ('wuha donald trump', 63), ('donald tashkin', 58), ('donald j trump', 58), ('sneha topgi', 57), ('sonia singh', 57), ('sonia giusto', 55), ('sandra quinn', 55), ('sonia angell', 55), ('marshall steinbaum', 54), ('sonya babu narayan', 54), ('ambrose otau talisuna', 54), ('anjali talwalkar', 54), ('tali sharot', 54), ('tim montana', 54), ('tim bale', 53), ('alex tsai', 53), ('simon judkins', 52)]",SELF,Female,,She,,South Asian,,Yes,Yes,No,No,No,No,No,https://ufhealth.org/sonal-tuli
4757,sonia angell,2,"[('sonia y angell', 95), ('sonia singh', 70), ('soir', 68), ('jim angel', 67), ('angelo virgona', 66), ('angelo giupponi', 64), ('sandra kane gill', 64), ('allison aiello', 62), ('lisa anderson', 61), ('james angel', 61), ('angela rippon', 61), ('angie bone', 61), ('janelle scott', 61), ('anita allen', 61), ('ala', 60), ('angela cornell', 59), ('sunit singla', 58), ('sonia giusto', 58), ('anthony santella', 57), ('sam crane', 57)]",sonia y angell,,,,,,,,,,,,,,
